,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PVT00MICROV703,Q4,FY21,Microfinance,PVT Bank,Microfinance Loan,27300,12402,51,499932,Y,M
PVT00MICROV1492,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,28560,10472,47,1047696,N,M
PVT00MICROV305,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,44280,15210,45,611708,N,M
PVT00MICROV1769,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,88880,31996,31,595084,N,M
PSUIN300146MICRO016456,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,7070,3553,44,421830,Y,M
PSUIN300214MICRO0149759,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,8320,3864,31,813488,Y,F
PSUIN300339MICRO0132580,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,4200,1524,37,858330,N,M
PSUIN300302MICRO0112950,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,5250,2145,65,401220,N,F
PSUIN300299MICRO0142026,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,5100,2343,36,673929,N,M
PSUIN300273MICRO0145584,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,5400,2163,23,909078,N,M
PSUIN300388MICRO0140883,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,6060,2558,61,817048,N,M
PSUIN300404MICRO012183,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,6240,2348,42,937992,N,M
PSUIN300407MICRO017460,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,6060,2812,50,469044,N,M
PSUIN300238MICRO0134150,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,6180,2311,51,583330,Y,M
PSUIN300127MICRO0117480,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,6180,2815,52,761080,N,M
PSUIN30085MICRO0123927,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,6540,2754,57,970632,N,F
PSUIN300162MICRO0130682,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,6120,3024,32,531300,N,M
PSUIN300324MICRO0112830,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,7420,2329,46,557025,N,F
PSUIN300460MICRO0127016,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,7700,2912,36,245795,N,M
PSUIN300136MICRO012028,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,7350,2546,31,703902,N,M
PSUIN300369MICRO0121237,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,7280,2425,30,456805,N,M
PSUIN300161MICRO0121616,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,7630,2464,27,378420,N,M
PSUIN30078MICRO013216,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,8240,2992,44,785380,N,F
PSUIN300392MICRO0147083,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,8400,3488,49,393432,Y,M
PSUIN300181MICRO0131302,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,8240,3784,33,596121,N,F
PSUIN300429MICRO0120773,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,8640,2964,44,487918,N,F
PSUIN300277MICRO0121003,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,9270,4131,28,1011608,Y,F
PSUIN300111MICRO0115926,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,9090,3591,40,679428,Y,M
PSUIN300147MICRO0126269,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,9810,3908,58,784512,Y,F
PSUIN300377MICRO0142468,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,13260,4914,42,255732,N,F
PSUIN30042MICRO0113851,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,25070,10120,30,671086,N,M
PSUIN300345MICRO0143192,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,27820,11726,35,554216,N,F
PSUIN300188MICRO0141695,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,27270,12190,27,603738,N,M
PSUIN300245MICRO0126646,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,38520,13230,27,680368,N,F
PSUIN300247MICRO0133121,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,43050,17220,21,429149,Y,M
PSUIN30075MICRO01594,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,45360,15271,40,717970,Y,F
PSUIN300291MICRO0145266,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,55000,22790,61,308880,N,M
PSUIN300244MICRO0136568,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,57200,22495,38,757120,Y,M
PSUIN300404MICRO014554,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,57680,20776,46,588000,N,M
PSUIN30071MICRO018080,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,63130,22484,53,568170,Y,M
PSUIN300358MICRO0136269,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,62400,25680,38,803400,N,F
PSUIN300341MICRO0145701,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,89040,33936,50,763560,Y,M
PSUIN300216MICRO0130291,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,94600,39198,31,442900,Y,F
PSUIN300242MICRO0139943,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,114450,42346,33,712860,N,M
NBFCIN163AUTO35553,Q4,FY19,Retail,NBFC,Auto Loans,279072,70260,35,2610144,Y,M
NBFCIN236AUTO13752,Q4,FY20,Retail,NBFC,Auto Loans,177384,173973,25,2788688,N,M
IC0035AUL5908,Q4,FY19,Retail,PVT Bank,Auto Loans,382491,386169,35,5627034,Y,M
PSUNAUTO294LOA7205,Q4,FY20,Retail,PSU Bank,Auto Loans,261768,119255,54,1615914,N,M
PSUNAUTO356LOA29784,Q4,FY19,Retail,PSU Bank,Auto Loans,256742,145504,53,523652,N,M
PSUNAUTO12LOA32306,Q4,FY21,Retail,PSU Bank,Auto Loans,126799,46455,49,1611096,N,F
PSUNAUTO106LOA17633,Q4,FY20,Retail,PSU Bank,Auto Loans,393486,206201,55,1573944,N,M
PVTN6CCL11349,Q4,FY21,Retail,PVT Bank,Credit Card,6264,3593,43,470704,N,F
PSUN19CC12061,Q4,FY20,Retail,PSU Bank,Credit Card,13407,7221,46,490827,Y,M
PVTN78CCL9561,Q4,FY21,Retail,PVT Bank,Credit Card,13056,6593,30,441450,N,M
NBFCINCCL30AA020981,Q4,FY21,Retail,NBFC,Credit Card,16350,6804,26,337890,N,M
NBFCINCCL30AA019866,Q4,FY20,Retail,NBFC,Credit Card,16960,8404,55,350028,Y,M
PVTN52CCL11965,Q4,FY20,Retail,PVT Bank,Credit Card,21315,11181,25,528675,N,M
NBFCINCCL30AA021250,Q4,FY20,Retail,NBFC,Credit Card,21012,12452,52,365115,N,M
PVTN26CCL1410,Q4,FY20,Retail,PVT Bank,Credit Card,21424,9701,21,413608,Y,F
PVTN84CCL251,Q4,FY19,Retail,PVT Bank,Credit Card,22050,8236,36,507222,Y,F
PSUN62CC1834,Q4,FY19,Retail,PSU Bank,Credit Card,25830,9441,45,482220,Y,M
PVTN10CCL10365,Q4,FY20,Retail,PVT Bank,Credit Card,27250,9880,28,496928,Y,M
PSUN74CC4769,Q4,FY21,Retail,PSU Bank,Credit Card,27000,17325,35,587265,Y,M
NBFCINCCL30AA05184,Q4,FY20,Retail,NBFC,Credit Card,27071,12776,36,403410,N,F
NBFCINCCL30AA016441,Q4,FY19,Retail,NBFC,Credit Card,27089,15332,63,385320,N,M
PVTN70CCL3828,Q4,FY19,Retail,PVT Bank,Credit Card,27089,17168,45,420463,N,M
PVTN74CCL4116,Q4,FY20,Retail,PVT Bank,Credit Card,28620,11241,56,509898,N,M
NBFCINCCL30AA04200,Q4,FY19,Retail,NBFC,Credit Card,29268,12964,25,385662,N,F
PSUN31CC8531,Q4,FY19,Retail,PSU Bank,Credit Card,30250,16665,32,473589,Y,F
PSUN90CC3506,Q4,FY19,Retail,PSU Bank,Credit Card,29505,13339,50,262116,N,M
PVTN42CCL12354,Q4,FY21,Retail,PVT Bank,Credit Card,31212,11947,41,547332,N,M
PVTN60CCL11486,Q4,FY19,Retail,PVT Bank,Credit Card,30090,11257,59,221655,N,M
PVTN4CCL2970,Q4,FY19,Retail,PVT Bank,Credit Card,33880,12421,33,428480,N,M
PVTN89CCL9331,Q4,FY19,Retail,PVT Bank,Credit Card,33063,9362,36,401390,N,F
NBFCINCCL30AA08401,Q4,FY19,Retail,NBFC,Credit Card,35090,16919,48,533052,Y,M
PVTN16CCL11239,Q4,FY21,Retail,PVT Bank,Credit Card,34882,18621,47,316834,N,M
NBFCINCCL30AA09182,Q4,FY20,Retail,NBFC,Credit Card,34008,19816,51,465004,Y,F
PVTN17CCL7538,Q4,FY20,Retail,PVT Bank,Credit Card,35096,20467,57,284760,N,F
PVTN72CCL9286,Q4,FY20,Retail,PVT Bank,Credit Card,33990,13543,38,553904,N,M
NBFCINCCL30AA08882,Q4,FY19,Retail,NBFC,Credit Card,36515,13138,51,246996,N,M
PSUN82CC6696,Q4,FY19,Retail,PSU Bank,Credit Card,36504,10647,38,385734,N,F
PVTN50CCL400,Q4,FY21,Retail,PVT Bank,Credit Card,35226,11850,47,396900,Y,M
PSUN16CC6885,Q4,FY21,Retail,PSU Bank,Credit Card,35329,13857,60,568832,Y,M
PVTN80CCL10232,Q4,FY21,Retail,PVT Bank,Credit Card,36960,19775,36,424980,N,M
PSUN26CC1722,Q4,FY19,Retail,PSU Bank,Credit Card,38804,14094,29,389130,N,M
PVTN44CCL4973,Q4,FY19,Retail,PVT Bank,Credit Card,36764,21199,28,584064,N,M
PVTN95CCL11189,Q4,FY20,Retail,PVT Bank,Credit Card,37128,24926,34,457114,N,F
PSUN7CC4268,Q4,FY21,Retail,PSU Bank,Credit Card,40112,17266,47,577013,Y,M
PVTN74CCL5111,Q4,FY21,Retail,PVT Bank,Credit Card,40810,11616,46,665704,N,M
PVTN36CCL12233,Q4,FY21,Retail,PVT Bank,Credit Card,41470,14612,36,599865,N,F
PVTN8CCL5382,Q4,FY21,Retail,PVT Bank,Credit Card,40068,21636,60,641358,Y,M
PVTN59CCL4137,Q4,FY19,Retail,PVT Bank,Credit Card,39037,15144,34,622914,N,F
PVTN18CCL9886,Q4,FY19,Retail,PVT Bank,Credit Card,39520,21751,51,648099,N,M
PVTN28CCL7925,Q4,FY21,Retail,PVT Bank,Credit Card,40005,13735,43,591323,N,M
PSUN19CC7589,Q4,FY19,Retail,PSU Bank,Credit Card,40110,12858,22,655080,N,M
PSUN4CC10406,Q4,FY19,Retail,PSU Bank,Credit Card,41747,26120,41,654372,N,M
NBFCINCCL30AA01280,Q4,FY20,Retail,NBFC,Credit Card,41234,22892,35,691542,N,M
PVTN70CCL3494,Q4,FY21,Retail,PVT Bank,Credit Card,42012,12541,30,594207,Y,M
NBFCINCCL30AA017203,Q4,FY21,Retail,NBFC,Credit Card,41704,20434,55,581808,N,M
PSUN16CC3100,Q4,FY19,Retail,PSU Bank,Credit Card,42525,13765,30,642180,N,M
PVTN59CCL9807,Q4,FY21,Retail,PVT Bank,Credit Card,41412,20913,51,661290,Y,M
PVTN85CCL6462,Q4,FY20,Retail,PVT Bank,Credit Card,45150,25877,50,637350,N,M
PSUN34CC4501,Q4,FY19,Retail,PSU Bank,Credit Card,47196,30393,54,595855,N,M
NBFCINCCL30AA0871,Q4,FY20,Retail,NBFC,Credit Card,45526,28425,31,633654,Y,M
PVTN68CCL12271,Q4,FY21,Retail,PVT Bank,Credit Card,48287,28564,57,593775,N,F
PVTN13CCL9067,Q4,FY20,Retail,PVT Bank,Credit Card,47382,21241,50,646152,Y,F
NBFCINCCL30AA021609,Q4,FY19,Retail,NBFC,Credit Card,48018,23791,55,604248,N,M
PVTN9CCL5020,Q4,FY21,Retail,PVT Bank,Credit Card,51260,25918,32,660975,N,F
PVTN67CCL11344,Q4,FY20,Retail,PVT Bank,Credit Card,49131,31939,52,611398,Y,M
NBFCINCCL30AA0526,Q4,FY21,Retail,NBFC,Credit Card,52690,17426,55,642228,Y,F
PVTN9CCL7731,Q4,FY20,Retail,PVT Bank,Credit Card,56052,26733,48,642784,N,M
NBFCIN29TWL7981,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,39220,24316,56,1380570,Y,M
NBFCIN271TWL2797,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,140400,96876,48,454748,N,M
NBFCIN187TWL289,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,55590,34333,28,965196,N,M
NBFCIN327TWL4462,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,42230,23903,34,1256200,N,M
NBFCIN412TWL3054,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,62220,39198,21,478401,N,F
NBFCIN177TWL10299,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,70040,46926,53,899198,N,F
NBFCIN367TWL11083,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,52520,36067,28,1443508,N,F
NBFCIN129TWL11334,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,87360,58212,29,918864,N,F
NBFCIN376TWL6239,Q4,FY21,Retail,NBFC,Two-Wheeler Loan,71020,43014,46,577390,N,M
NBFCIN5TWL160,Q4,FY19,Retail,NBFC,Two-Wheeler Loan,61600,41344,45,715284,N,M
IC0700TWL25K,Q4,FY20,Retail,NBFC,Two-Wheeler Loan,54080,35490,52,874357,Y,M
PVTN146TWL4564,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,47470,15369,39,301888,Y,M
PVTN149TWL1793,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,67840,19859,44,686191,N,M
PVTN15TWL9179,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,86320,34312,23,408040,Y,F
PVTN177TWL4967,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,63000,20790,25,607348,N,M
PVTN240TWL12497,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,35020,10281,41,256641,N,M
PVTN246TWL10512,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,156450,48961,35,882105,N,M
PVTN257TWL260,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,69120,22848,48,672880,Y,F
PVTN272TWL10398,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,85020,31418,59,699324,Y,F
PVTN313TWL1083,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,18020,5929,40,442420,N,M
PVTN364TWL1537,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,63220,22747,39,780124,Y,M
PVTN42TWL12098,Q4,FY21,Retail,PVT Bank,Two-Wheeler Loan,77000,22470,27,915732,N,M
PVTN438TWL8353,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,43050,15055,34,630740,Y,F
PVTN446TWL4976,Q4,FY20,Retail,PVT Bank,Two-Wheeler Loan,76680,26071,33,628650,Y,M
PVTN50TWL3821,Q4,FY19,Retail,PVT Bank,Two-Wheeler Loan,42640,14341,45,544095,N,F
PSUIN149TWL10699,Q4,FY21,Retail,PSU Bank,Two-Wheeler Loan,99510,37813,24,975728,Y,F
PSUIN229TWL1168,Q4,FY19,Retail,PSU Bank,Two-Wheeler Loan,66960,19716,42,212180,N,M
NBFCIN000COML83,Q1,FY21,Commercial,NBFC,Commercial Loan,12529200,4334000,30,4521150,N,M
NBFCIN000COML84,Q1,FY20,Commercial,NBFC,Commercial Loan,15427860,4859540,41,11677050,N,M
NBFCIN000COML98,Q1,FY19,Commercial,NBFC,Commercial Loan,148919680,75891760,64,54770940,N,M
PSUIN300392MICRO0130031,Q1,FY19,Commercial,PSU Bank,Commercial Loan,165052160,84113120,44,61299420,N,M
PSUIN300387MICRO0131618,Q1,FY20,Commercial,PSU Bank,Commercial Loan,7972940,4065410,42,3226672,Y,M
PSUIN300454MICRO0126133,Q1,FY20,Commercial,PSU Bank,Commercial Loan,14779800,2926980,37,7462350,Y,F
PVT00MICROV1933,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,85860,33550,38,858600,N,M
PSUIN300382MICRO0135266,Q1,FY19,Microfinance,PSU Bank,Microfinance Loan,5100,2266,46,38500,Y,M
PSUIN30015MICRO0142662,Q1,FY20,Microfinance,PSU Bank,Microfinance Loan,38380,15735,47,749210,Y,F
PSUIN300231MICRO0140463,Q1,FY20,Microfinance,PSU Bank,Microfinance Loan,56180,23553,40,537102,Y,M
PSUIN300219MICRO0128020,Q1,FY19,Microfinance,PSU Bank,Microfinance Loan,70400,29849,51,686155,N,M
PSUIN300301MICRO0111920,Q1,FY20,Microfinance,PSU Bank,Microfinance Loan,145520,48552,33,645171,N,M
NBFCIN0001166,Q1,FY20,Microfinance,NBFC,Microfinance Loan,7070,2427,32,346395,Y,M
NBFCIN000101,Q1,FY20,Microfinance,NBFC,Microfinance Loan,7070,2156,35,492580,N,F
NBFCIN000633,Q1,FY20,Microfinance,NBFC,Microfinance Loan,61800,16692,50,444636,N,M
PVT00MICRO43,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,7350,3628,39,809669,N,F
PVT00MICRO71,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,9540,4293,46,1175127,Y,M
PVT00MICROV210,Q1,FY20,Microfinance,PVT Bank,Microfinance Loan,27540,13494,24,804024,N,M
PVT00MICROV1212,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,56700,22464,45,511888,N,F
PVT00MICROV2434,Q1,FY21,Microfinance,PVT Bank,Microfinance Loan,106000,43460,35,378346,N,F
PVT00MICROV562,Q1,FY19,Microfinance,PVT Bank,Microfinance Loan,135300,48708,53,826875,N,M
PSUIN300370MICRO0131752,Q1,FY21,Microfinance,PSU Bank,Microfinance Loan,6600,3300,54,1026398,N,M
NBFCIN415AUTO37686,Q1,FY20,Retail,NBFC,Auto Loans,305847,302906,24,2446778,N,M
IC00455AUL35206,Q1,FY19,Retail,PVT Bank,Auto Loans,268459,276278,30,1094688,N,M
PSUNAUTO259LOA31440,Q1,FY19,Retail,PSU Bank,Auto Loans,194688,100245,35,2141568,Y,M
NBFCIN010CCL13A,Q1,FY20,Retail,NBFC,Credit Card,19890,5543,44,299640,N,M
NBFCINCC3000AB8466,Q1,FY21,Retail,NBFC,Credit Card,19864,6818,59,296916,Y,F
NBFCIN010CCL94,Q1,FY19,Retail,NBFC,Credit Card,10800,4642,28,322080,Y,F
PVTN53CCL11428,Q1,FY20,Retail,PVT Bank,Credit Card,19344,12331,48,433992,N,F
PVTN30CCL11724,Q1,FY19,Retail,PVT Bank,Credit Card,26950,10503,31,425568,N,M
PVTN12CCL6132,Q1,FY21,Retail,PVT Bank,Credit Card,6300,1593,41,422988,N,F
PVTN56CCL7358,Q1,FY19,Retail,PVT Bank,Credit Card,19291,9331,37,431472,N,M
PVTN4CCL8358,Q1,FY20,Retail,PVT Bank,Credit Card,37752,8397,45,461376,N,M
PVTN94CCL3300,Q1,FY19,Retail,PVT Bank,Credit Card,34216,23309,43,461376,Y,M
PSUN40CC7759,Q1,FY20,Retail,PSU Bank,Credit Card,17238,6012,50,853020,N,M
PSUN12CC3086,Q1,FY19,Retail,PSU Bank,Credit Card,62322,14586,59,891096,N,M
PSUN46CC161,Q1,FY19,Retail,PSU Bank,Credit Card,43264,16315,25,849612,N,M
NBFCIN130TWL3753,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,36750,20972,47,934956,Y,M
NBFCIN170TWL8707,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,110160,68688,22,550000,N,M
NBFCIN244TWL3815,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,83740,57512,30,698544,Y,M
NBFCIN26TWL7611,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,67600,40339,37,678701,N,M
NBFCIN296TWL2190,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,59920,40958,47,1009596,N,F
NBFCIN351TWL4532,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,56560,38068,36,1029000,Y,M
NBFCIN390TWL9221,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,32960,22726,32,918543,N,F
NBFCIN447TWL9883,Q1,FY21,Retail,NBFC,Two-Wheeler Loan,96460,57548,36,1054793,Y,M
NBFCIN494TWL1865,Q1,FY20,Retail,NBFC,Two-Wheeler Loan,59740,38604,44,1199220,Y,M
NBFCIN81TWL3205,Q1,FY19,Retail,NBFC,Two-Wheeler Loan,105060,59482,39,647872,N,M
PVT202TWL11105,Q1,FY21,Retail,PVT Bank,Two-Wheeler Loan,69300,21168,46,462456,N,M
PVT39TWL10971,Q1,FY20,Retail,PVT Bank,Two-Wheeler Loan,25300,9361,39,858168,N,M
PVT454TWL1665,Q1,FY19,Retail,PVT Bank,Two-Wheeler Loan,55640,15833,41,587618,N,M
NBFCIN000COML104,Q2,FY19,Commercial,NBFC,Commercial Loan,5419440,2659540,48,1994655,N,M
NBFCIN000COML355,Q2,FY21,Commercial,NBFC,Commercial Loan,7691360,3700560,50,3736840,Y,F
NBFCIN000COML378,Q2,FY20,Commercial,NBFC,Commercial Loan,11823240,3866720,27,4559197,Y,M
NBFCIN000COML68,Q2,FY20,Commercial,NBFC,Commercial Loan,16921840,4070820,39,6166095,Y,M
NBFCIN000COML87,Q2,FY20,Commercial,NBFC,Commercial Loan,17674800,3740880,32,13513500,Y,M
PVT00COM85,Q2,FY21,Commercial,PVT Bank,Commercial Loan,8684550,2922420,47,3318738,Y,M
PVT00COM85,Q2,FY19,Commercial,PVT Bank,Commercial Loan,6392180,3196090,27,2464275,Y,M
PVT00COM110,Q2,FY19,Commercial,PVT Bank,Commercial Loan,24467250,4893450,22,19258875,Y,M
PVT00COM166,Q2,FY19,Commercial,PVT Bank,Commercial Loan,18522400,3846960,52,9706450,N,M
PVT00COM185,Q2,FY21,Commercial,PVT Bank,Commercial Loan,5900420,3008630,30,3008630,N,F
PVT00COM198,Q2,FY20,Commercial,PVT Bank,Commercial Loan,11217880,5294420,35,3970815,Y,M
PVT00COM54,Q2,FY19,Commercial,PVT Bank,Commercial Loan,13848900,4485650,53,10288687,N,M
PSUIN300464MICRO0154,Q2,FY21,Commercial,PSU Bank,Commercial Loan,11009160,3635100,36,7867395,Y,M
PSUIN300285MICRO0130176,Q2,FY21,Commercial,PSU Bank,Commercial Loan,7609340,4106030,29,5876520,N,M
PSUIN300432MICRO0112667,Q2,FY21,Commercial,PSU Bank,Commercial Loan,12561160,2909810,32,6222960,N,F
PSUIN300299MICRO0137150,Q2,FY20,Commercial,PSU Bank,Commercial Loan,151826400,75223080,54,56934900,Y,M
PSUIN300160MICRO0123229,Q2,FY21,Commercial,PSU Bank,Commercial Loan,17540900,3440060,51,8600150,Y,F
PSUIN300472MICRO0128926,Q2,FY19,Commercial,PSU Bank,Commercial Loan,18625200,4359990,49,6730470,N,M
PSUIN300301MICRO0111435,Q2,FY20,Commercial,PSU Bank,Commercial Loan,427810500,85562100,47,314627625,N,M
PVT00MICROV2298,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,59160,20903,31,609000,Y,F
PVT00MICROV1783,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,63600,28482,30,424200,N,M
PVT00MICROV488,Q2,FY20,Microfinance,PVT Bank,Microfinance Loan,88290,40046,27,780030,N,M
PVT00MICROV1748,Q2,FY21,Microfinance,PVT Bank,Microfinance Loan,129800,42126,47,900340,N,M
PSUIN300392MICRO0138651,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,5450,1716,36,30300,Y,M
PSUIN300359MICRO0145380,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,6120,2224,54,67320,N,F
PSUIN300161MICRO0133603,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,28350,11623,46,469248,Y,M
PSUIN300288MICRO0116498,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,28890,9914,39,469898,N,M
PSUIN30025MICRO0114805,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,35360,15643,34,372488,N,M
PSUIN300408MICRO0118283,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,35350,13338,28,849437,N,M
PSUIN300139MICRO0125779,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,38150,16170,63,468135,Y,F
PSUIN300275MICRO0125083,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,38500,16222,49,472340,N,F
PSUIN300389MICRO0113563,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,36400,13860,40,589335,N,M
PSUIN300352MICRO0110231,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,39600,16088,32,199492,N,F
PSUIN300117MICRO0116149,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,38480,16161,41,620140,N,M
PSUIN300366MICRO0142086,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,43460,16231,56,308346,Y,M
PSUIN30050MICRO0139496,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,57780,24472,31,393690,N,M
PSUIN300244MICRO0148973,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,59400,24596,50,652272,N,M
PSUIN300465MICRO0126067,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,59280,20548,39,446896,N,M
PSUIN30093MICRO0125019,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,65100,29326,45,401357,N,M
PSUIN300213MICRO0140400,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,86920,34964,37,516236,Y,F
PSUIN300259MICRO0123116,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,88200,32961,25,616455,Y,M
PSUIN300101MICRO0131085,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,93450,40450,50,477023,Y,M
PSUIN300320MICRO0149278,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,103550,38988,30,614058,N,F
PSUIN300450MICRO0147219,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,109200,53560,36,212960,N,M
PSUIN300295MICRO014295,Q2,FY20,Microfinance,PSU Bank,Microfinance Loan,113400,44982,45,452844,Y,M
PSUIN300407MICRO0121950,Q2,FY21,Microfinance,PSU Bank,Microfinance Loan,126500,51922,44,303020,N,M
PSUIN30083MICRO0126827,Q2,FY19,Microfinance,PSU Bank,Microfinance Loan,122720,44604,50,693368,N,F
NBFCIN0002265,Q2,FY19,Microfinance,NBFC,Microfinance Loan,9180,2727,53,335772,N,M
NBFCIN0001675,Q2,FY20,Microfinance,NBFC,Microfinance Loan,5450,1442,54,150552,Y,M
NBFCIN000158,Q2,FY19,Microfinance,NBFC,Microfinance Loan,5200,1907,50,801041,N,M
NBFCIN0001034,Q2,FY20,Microfinance,NBFC,Microfinance Loan,5150,1565,49,470448,Y,M
NBFCIN0001373,Q2,FY20,Microfinance,NBFC,Microfinance Loan,6480,1872,43,398718,Y,M
NBFCIN000928,Q2,FY19,Microfinance,NBFC,Microfinance Loan,6300,1878,48,604730,Y,M
NBFCIN0001492,Q2,FY19,Microfinance,NBFC,Microfinance Loan,7280,2097,40,618300,N,F
NBFCIN0001512,Q2,FY21,Microfinance,NBFC,Microfinance Loan,7490,2352,36,394905,N,M
NBFCIN0002436,Q2,FY21,Microfinance,NBFC,Microfinance Loan,7280,2184,46,581356,Y,F
NBFCIN0001692,Q2,FY21,Microfinance,NBFC,Microfinance Loan,7210,2772,26,775736,Y,M
NBFCIN0002355,Q2,FY21,Microfinance,NBFC,Microfinance Loan,7140,2022,40,476528,N,M
NBFCIN000776,Q2,FY19,Microfinance,NBFC,Microfinance Loan,9900,3207,48,647992,N,M
NBFCIN0001140,Q2,FY19,Microfinance,NBFC,Microfinance Loan,17600,5406,44,214200,Y,M
